claim,speaker,subject,label,label_str
"Women still do not get paid as much as men, even for the same work, period.",connie-stokes,"economy,women",1,half-true
"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. Donald Trump doesnt.",tim-kaine,"abortion,climate-change,education,gays-and-lesbians,immigration",1,mostly-true
Says Donald Trump has a long history of exporting jobs overseas.,tammy-baldwin,jobs,1,half-true
"Scott Walker to cut $300 million from universities, spend $500 million on a pro basketball stadium.",tweets,"education,sports,state-budget,taxes",1,half-true
A defense bill includes language that would require military hospitals to provide abortions on demand.,john-cornyn,abortion,0,false
Says Gov. Scott Walkers repeal of a 2009 law has left Wisconsin as one of five states without an equal pay law protecting women from gender discrimination in their paycheck.,mary-burke,"legal-issues,women,workers",0,false
Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.,cory-booker,criminal-justice,1,true
We are the only major country on Earth that doesnt guarantee health care to all people as a right.,bernie-s,health-care,1,half-true
"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?",larry-valencia,"children,education",1,true
"On HealthCare.Gov, Texan Mark Sullivan found a good health insurance plan that includes dental, for less than $80 a month.",kathleen-sebelius,"corrections-and-updates,health-care",0,barely-true
"Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.",john-mccain,foreign-policy,1,true
We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.,daniel-harrop,"city-budget,debt,labor,pensions,taxes,workers",1,mostly-true
I'm proud to have had a 100 percent pro-life voting record.,fred-thompson,abortion,1,true
Americans are 20 times as likely to die from gun violence as citizens of other civilized countries.,lisa-bloom,guns,1,mostly-true
Says a Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.,bill-batchelder,health-care,0,pants-fire
There is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly 20 years.,barack-obama,"economy,energy,trade",1,true
To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.,sid-miller,"elections,history,legal-issues",1,true
Theres a mosque inside of the Pentagon.,kendrick-meek,"homeland-security,religion",0,false
"I would love to see us have in this country what I helped lead in Arkansas...Amendment 65 (which) says that we believe life begins at conception, and that we ought to do everything in the world possible to protect it until its natural conclusion.",mike-huckabee,abortion,0,barely-true
"If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars.",barack-obama,"health-care,medicare",0,false
"Domestic violence is seen as a pre-existing health condition and women had to pay 50 percent more for health care because of gender ratings, but under Obamacare, all of that is over.",gwen-moore,"crime,government-regulation,health-care,women",1,half-true
Says Austin is the largest city in the U.S. without nonstop flights to Europe.,pete-winstead,transportation,0,false
On Common Core education standards,scott-walker,"children,education,government-regulation,state-budget,states",1,half-true
We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.,dianne-feinstein,health-care,1,mostly-true
"Says (t)his 12 year council Seat-warmer has never chaired, vice chaired, or led a single Council committee meeting.",bill-powell,candidates-biography,0,false
On running for the U.S. Senate as an independent.,charlie-crist,candidates-biography,1,half-true
"Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.",mark-herring,supreme-court,1,true
Candidate for governor Roy Barnes has been fighting hard to let illegal immigrants vote.,republican-governors-association,immigration,0,pants-fire
"Workers in the United States are making less than they were almost 20 years ago, and yet they are working harder.",donald-trump,"economy,workers",0,barely-true
Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.,bill-white,"state-budget,states,stimulus",1,mostly-true
90 percent of all pain medications are prescribed in the United States.,jeb-bush,drugs,1,mostly-true
"Our state economic development agency under Walker, WEDC, actually isnt even using the funds that are appropriated to it.",mary-burke,jobs,1,mostly-true
Says the Beaumont school districts superintendent is the highest-paid in the state.,stefani-carter,education,1,half-true
"A violent felon can buy (a gun) over the Internet with no background check, no questions asked.",barack-obama,guns,1,mostly-true
Says Mexico can afford to build a wall because the countrys trade deficit with America is billions of dollars.,donald-trump,"immigration,trade",0,false
"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent.",barney-frank,"afghanistan,federal-budget,iraq,military",1,half-true
"Mathematically, the White Sox can still get in the playoffs.",barack-obama,baseball,1,true
Congress secured special Obamacare rules to prevent their healthcare costs from rising.,karen-handel,"congress,health-care",1,half-true
"Since Rick Perry became governor, poverty rates in Texas increased from 15.1% to 17.5% which is higher than the national average.",democratic-national-committee,poverty,1,half-true
"Since the time of the Civil War, weve made a distinction in this country between the availability and the ability to access for people who were in the military, versus the rest of us, to vote.",mike-dewine,"elections,military",1,half-true
Says his campaign has released his past tax returns.,bernie-s,"candidates-biography,taxes,transparency",0,false
"As a result of Chris Sununus vote against a Planned Parenthood contract, nearly 3,000 fewer women and families statewide accessed health care for birth control, cancer screenings and annual exams.",colin-van-ostern,"abortion,health-care,voting-record",0,barely-true
Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,barack-obama,"federal-budget,polls,taxes",1,mostly-true
The media widely overlooked comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from.,brit-hume,candidates-biography,0,false
Says she voted against the Medicare Part D prescription drug program because it was unfunded.,tammy-baldwin,"candidates-biography,health-care,medicare",0,false
"I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA.",mitt-romney,guns,0,false
U.S. Sen. Bill Nelson was the deciding vote for the health care law.,60-plus-association,"candidates-biography,health-care,message-machine-2012,voting-record",0,barely-true
